name	kind	style	score	score_counts	first_release_time	play_status	official_name	tv_station	school	language	station_ranking	level	resource_views	collect_counts	translator	scenarist	starring	alias	director	cycle	area	company	imdb
大象女王	电影	纪录	8.8		2018-09-08		The Elephant Queen			英语	2327	A			暂无						英国		
利门敦	美剧	罪案	6.4		2019-10-17 周四		Limetown	Facebook Watch		英语		C			人人影视字幕组						美国		
疯狂汽车秀	电影	纪录	8.4		2007-11-04 周日		博兹瓦纳特辑 第十季 Top Gear Botswana Special Season 10			英语	3618	A			暂无						英国		
别告诉她	电影	剧情/喜剧	7.9		2020-01-10 周五		The Farewell			英语	5194	A			暂无						美国		
蜡笔小新剧场版（日语中字）	动画	喜剧/动画	9.5		1993-07-24 周六		クレヨンしんちゃん	朝日		日语					独偶字幕组					补剧中	日本		
警视厅搜查一课长 新作SP	日剧	悬疑/罪案	5.5		2019-07-07		警視庁・捜査一課長 新作スペシャル	朝日		日语		A			幻月字幕组						日本		
舞娘情缘	其他剧	剧情	8.4		2019-10-15 周二		THE STRIPPER	其他		其他		B			橘里橘气字幕组					不详	其他		
花生酱猎鹰	电影	剧情/喜剧/冒险	7.6		2019-03-09		The Peanut Butter Falcon			英语	5909	A			暂无						美国		
蜂鸟	电影	剧情/生活/青春/爱情	7.5		2018-10-06		벌새			韩语	6139	A			暂无						韩国		
史蒂夫的哲学	电影	剧情/喜剧/爱情	9.3		2000-08-04 周五		The Tao of Steve			英语	1022				暂无						美国		
黑衣人	电影	动作/科幻/枪战	9.3		1997-07-02 周三		Men In Black			英语	643	B			暂无						美国		
暗	德剧	剧情/惊悚/悬疑	8.9		2017-12-02 周六		Dark	Netflix		德语		C			人人影视字幕组						德国		
硅谷	美剧	喜剧	9.3		2014-04-07 周一		Silicon Valley	HBO		英语		C			人人影视字幕组					1day	美国		
唐顿庄园电影版	电影	剧情	9.0		2019-11-26 周二		Downton Abbey			英语	1536	A			暂无						英国		
摩比小子大电影	电影	喜剧/冒险/动画	8.4		2019-08-07		Playmobil: the Movie			英语	3597	A			暂无						法国		
幼儿园教师	电影	剧情	7.5		2018-01-19		The Kindergarten Teacher			英语	6149	A			暂无						美国		
谋杀无国界	法剧	罪案	9.0		2015-12-09 周三		The Team	其他		英语/法语		B									法国		
纸钞屋	西剧	动作/剧情/惊悚/悬疑/罪案	8.5		2017-05-02		La casa de papel	Netflix		西班牙语		D			Classic字幕组					补剧中	西班牙		
非典型孤独	美剧	喜剧	8.9		2017-08-12 周六		Atypical	Netflix		英语		A			人人影视字幕组					0day	美国		
杰克·莱恩	美剧	动作/谍战/罪案	8.4		2018-08-31 周五		Tom Clancy's Jack Ryan 	Amazon		英语		C			人人影视字幕组					0day	美国		
鲜血淋漓	加剧	血腥/恐怖/惊悚/悬疑	7.8		2016-03-04 周五		Slasher	其他		英语											加拿大		
摄影机不要停！	电影	喜剧/暴力/血腥/恐怖/丧尸	7.3		2018-06-23 周六		カメラを止めるな！			日语	6361	C			暂无						日本		
情事	美剧	剧情/生活/爱情	8.5		2014-10-13 周一		The Affair	Showtime		英语		D			人人影视字幕组					0day	美国		
星球大战2：帝国反击战	电影	动作/科幻/冒险	8.8		1980-05-21		Star Wars: Episode V - The Empire Strikes Back			英语	2405	B			暂无						美国		
星球大战前传3：西斯的复仇	电影	动作/科幻/冒险	9.0		2005-05-20		Star Wars: Episode III - Revenge of the Sith			英语	1822	B			暂无						美国		
富商的贫民窟女友	巴剧	剧情/爱情	8.1		2015-05-11 周一		I Love Paraisópolis	其他		葡萄牙语		A			拉风字幕组					补剧中	巴西		
鬼作秀	美剧	恐怖/惊悚/悬疑	8.2		2019-09-27 周五		Creepshow	AMC		英语		C			人人影视字幕组						美国		
悬浮聚会	美剧	恐怖/惊悚/悬疑	7.1		2018-10-12 周五		Light As A Feather	Hulu		英语		B			人人影视字幕组						美国		
现代爱情	美剧	喜剧/爱情	9.0		2019-10-18		Modern Love	Amazon		英语		A			人人影视字幕组					0day	美国		
地狱边境	电影	剧情/喜剧/恐怖	7.3		2019-08-22		Limbo			英语	6672	C			暂无						美国		
爱是盲目	电影	剧情	7.8		2019-03-25		Love is Blind			英语	5473	D			暂无						美国		
复仇者集结	动画	动作/魔幻/科幻/冒险/幽默	8.5		2013-05-26 周日		Marvel's Avengers Assemble	Disney		英语		A			甜饼字幕组						美国		
脉冲	美剧	动作/剧情/科幻	6.7		2018-06-07 周四		Impulse	其他		英语		C			Classic字幕组						美国		
公关	英剧	剧情/喜剧	8.7		2019-02-22 周五		Flack	其他		英语		C			ANON匿名字幕组						英国		
塞勒姆	美剧	剧情/惊悚	7.8		2014-04-21 周一		Salem	其他		英语		B									美国		
速度与激情：特别行动	电影	动作	7.2		2019-08-23		Fast & Furious Presents: Hobbs & Shaw			英语	6430	B			暂无						美国		
寻找阿拉斯加	美剧	剧情	7.2		2019-10-18		Looking for Alaska	Hulu		英语		B			人人影视字幕组					0day	美国		
怪形	电影	科幻/恐怖/惊悚/悬疑	8.6		1982-06-25 周五		The Thing			英语	2941				暂无						美国		
太空堡垒卡拉狄加	美剧	战争/剧情/科幻	9.3		2003-09-25 周四		Battlestar Galactica	Syfy		英语											美国		
罪梦者	台剧	动作/暴力/血腥/悬疑/枪战	7.2		2019-10-31 周四		罪夢者	Netflix		国语		C			NETFLIX官方中字						台湾		
令和元年版 怪谈牡丹灯笼	日剧	惊悚/古装	8.4		2019-10-06 周日		Reiwa Gannenban Kaidan Botan Tourou	NHK		日语		B			人人影视字幕组						日本		
球手	美剧	剧情	9.1		2015-06-22 周一		Ballers	HBO		英语		C			人人影视字幕组						美国		
大空头	电影	剧情/传记	9.1		2015-12-23 周三		The Big Short			英语	1296				暂无						美国		
圆梦巨人	电影	冒险/幻想	7.7		2016-07-01 周五		The BFG			英语	5597				暂无						美国		
伟大的愿望	电影	剧情/喜剧	8.2		2016-04-21 周四		The Last Ride			韩语	4090				暂无						韩国		
猎神：冬日之战	电影	动作/魔幻/冒险/童话	5.8		2016-04-22 周五		The Huntsman: Winter's War			英语	9005				暂无						美国		
釜山行	电影	动作/惊悚/丧尸/灾难	7.8		2016-07-20 周三		Train to Busan			韩语	5229				暂无						韩国		
瑞士军刀男	电影	丧尸	8.2		2016-07-01 周五		Swiss Army Man			英语	4007				暂无						美国		
通灵神探	电影	动作/科幻/悬疑/罪案	7.6		2015-09-09 周三		Solace			英语	5723				暂无						美国		
萨利机长	电影	剧情/灾难/传记	9.1		2016-09-10 周六		Sully			英语	975				暂无						美国		
自杀小队	电影	动作/喜剧/冒险	7.0		2016-08-05 周五		Suicide Squad			英语	6276				暂无						美国		
欢乐好声音	电影	喜剧/动画	8.9		2017-02-17		Sing			英语	1463				暂无						美国		
复仇者联盟4：终局之战	电影	动作/科幻/冒险	8.7		2019-04-24 周三		Avengers: Endgame			英语	1427	A			暂无						美国		
星球大战前传1：魅影危机	电影	动作/战争/史诗/冒险	9.6		1999-11-05		Star Wars: Episode I - The Phantom Menace			英语	67	B			暂无						美国		
星球大战前传2：克隆人的进攻	电影	动作/科幻/冒险	9.1		2002-07-12		Star Wars: Episode II - Attack of the Clones			英语	1471	B			暂无						美国		
绿山墙的安妮	美剧	剧情/励志	9.2		2017-03-20		Anne	Netflix		英语		A			luckydag					2day	美国		
模仿游戏	电影	战争/剧情/历史/惊悚	8.9		2014-11-14 周五		The Imitation Game			英语	1237				暂无						英国		
使命召唤	电影	动作/战争	6.3		2012-03-01 周四		Battle Force			英语	8187				暂无						美国		
终结者：创世纪	电影	动作/科幻/冒险	8.3		2015-08-23 周日		Terminator Genisys			英语	3430				暂无						美国	派拉蒙影业公司	
黑客帝国	电影	动作/科幻/冒险	9.5		1999-03-31 周三		The Matrix Trilogy			英语	272				暂无						美国		
布鲁克林最愤怒的人	电影	剧情/喜剧	8.1		2014-05-23 周五		The Angriest Man in Brooklyn			英语	4157				暂无						美国		
星运里的错	电影	剧情/爱情	9.1		2014-06-06 周五		The Fault in Our Stars			英语	20				暂无						美国		
剧院魅影：25周年纪念演出	电影	剧情/歌舞	9.6		2011-10-02 周日		The Phantom of the Opera at the Royal Albert Hall			英语	186				暂无						英国		
皮尔逊	美剧	剧情	7.5		2019-07-18 周四		Pearson	USA		英语		C			人人影视字幕组					0day	美国		
昨日奇迹	电影	喜剧	7.0		2019-08-16		Yesterday			英语	7221	A			暂无						英国		
信号	电影	科幻/惊悚/悬疑	6.8		2014-06-13 周五		The Signal			英语	5265				暂无						美国		
这个不可以报销！	日剧	生活	8.8		2019-07-26 周五		Kore wa Keihi de Ochimasen	NHK		日语		A			人人影视字幕组						日本		
绝命毒师	美剧	剧情	9.6		2008-01-21 周一		Breaking Bad	AMC		英语		C			人人影视字幕组						美国		
断箭	电影	动作/惊悚/冒险	9.0		1996-02-09 周五		Broken Arrow			英语	1579				暂无						美国		
零点定理	电影	剧情/科幻	5.1		2014-03-14 周五		The Zero Theorem			英语	9332				暂无						英国		
马戏团	电影	喜剧/爱情	9.3		1940-01-01 周一		The Circus			英语	1014				暂无						美国		
红军冰球队	电影	历史/纪录/体育/传记	9.0		2015-02-25 周三		Red Army			英语	1801				暂无						美国		
夺爱，夏	日剧	爱情	7.2		2019-08-08 周四		Ubaiai Natsu	其他		日语		B			人人影视字幕组						日本		
苏菲的抉择	电影	剧情/爱情	8.8		1982-12-08 周三		Sophie's Choice			英语	2245				暂无						美国		
钟楼驼侠	电影	剧情/歌舞/爱情/动画	9.6		1996-02-01 周四		The Hunchback Of Notre Dame			英语	323				暂无						美国		
天使圣器： 骸骨之城	电影	动作/剧情/魔幻/悬疑	5.3		2013-08-21 周三		The Mortal Instruments City of Bones			英语	8295				暂无						美国	索尼电影娱乐公司	
环太平洋	电影	动作/科幻/冒险	8.2		2013-07-12 周五		Pacific Rim			英语	49				暂无						美国		
安娜	电影	动作/惊悚	8.5		2019-07-19		Anna			英语	2938	C			暂无						法国		
人工性智能	电影	剧情/科幻/爱情	6.0		2018-02-25		A.I. Rising			英语	8378	D			暂无						美国		
冰封之地	电影	剧情/惊悚	7.6		2013-08-23 周五		The Frozen Ground			英语	4206				暂无						美国		
冥界警局	电影	动作/喜剧/科幻/罪案	7.0		2013-07-19 周五		R.I.P.D.			英语	6097				暂无						美国		
律政巨人	美剧	剧情/律政	8.9		2016-10-15 周六		Goliath	Amazon		英语		C			Amazon官方中字					0day	美国		
血色将至	电影	剧情/历史/惊悚	8.7		2007-12-26 周三		There Will Be Blood			英语	2431				暂无						美国		
星际迷航12：暗黑无界	电影	动作/科幻/惊悚/冒险	8.8		2013-05-17 周五		Star Trek Into Darkness			英语	69	A			暂无						美国	派拉蒙影业公司	
疯狂原始人	电影	喜剧/冒险/动画	9.5		2013-03-22 周五		The Croods			英语	57				暂无						美国	梦工厂	
拉合尔茶馆的陌生人	电影	惊悚	7.9		2013-04-26 周五		The Reluctant Fundamentalist			英语	5123				暂无						美国		
实习大叔	电影	剧情/喜剧	8.3		2013-06-07 周五		The Internship			英语	3622				暂无						美国		
德州电锯杀人狂 3D	电影	恐怖/惊悚	7.5		2013-01-04 周五		The Texas Chainsaw Massacre			英语	5830				暂无						美国		
致命呼叫	电影	惊悚	7.9		2013-03-15 周五		The Call			英语	4478				暂无						美国		
藏品	电影	血腥/恐怖/惊悚	7.6		2012-11-30 周五		The Collection			英语	5640				暂无						美国		
守门人	电影	纪录	8.7		2013-03-14 周四		The Gatekeepers 			英语	1879				暂无						其他		
你的同伴	电影	惊悚	7.7		2013-04-05 周五		The.Company.You.Keep			英语	5551				暂无						美国		
雨中曲	电影	喜剧/歌舞/爱情	9.6		1970-01-01 周四		Singin.in.the.Rain			英语/国语	202				暂无						美国		
观光客	电影	喜剧	5.0		2012-11-30 周五		Sightseers			英语	9535				暂无						英国		
柏林	电影	动作/剧情/惊悚	7.7		2013-01-31 周四		The Berlin File			韩语	5193				暂无						韩国	韩国希杰	
四十而惑	电影	喜剧	8.1		2012-12-21 周五		This is 40			英语	4086				暂无						美国		
法医 朝颜	日剧	医务/罪案	8.3		2019-07-08 周一		Kansatsui Asagao	富士		日语		A			人人影视字幕组						日本		
西北西	电影	剧情/生活/青春/爱情	6.5		2018-09-15		West North West / Seihokusei			日语	8031	C			暂无						日本		
他人即地狱	韩剧	惊悚/悬疑	9.0		2019-08-31		타인은 지옥이다	OCN		韩语		B			韩迷字幕组						韩国		
蒙面歌王（美版）	真人秀	真人秀	7.9		2019-01-03 周四		The Masked Singer	FOX		英语		A			人人影视字幕组					0day	美国		
诈欺刑警	日剧	悬疑/罪案	7.9		2019-08-31 周六		Sagideka	NHK		日语		A			人人影视字幕组						日本		
我为玛丽狂	电影	喜剧/爱情	8.0		1998-07-15 周三		There’s Something About Mary			英语	4654				暂无						美国		
成功的滋味	电影	剧情	6.6		1957-06-27 周四		Sweet Smell of Success			英语	7886				暂无						美国		
007：幽灵党	电影	动作/惊悚/冒险	6.9		2015-11-13 周五		Spectre			英语	7043				暂无						美国		
实习生	电影	剧情/喜剧	8.9		2015-09-25 周五		The Intern				1919				暂无						美国		
最小的天使	电影	动画	8.7		2013-11-15 周五		The Littlest Angel			英语	2562				暂无						美国		
末日情缘	电影	喜剧/爱情	8.7		2012-06-22 周五		Seeking.A.Friend.for.the.End.of.the.World			英语	2470				暂无						美国		
突袭2：暴徒	电影	动作/惊悚/罪案	8.0		2014-03-28 周五		The Raid 2: Berandal			其他	11				暂无						其他	索尼经典	
第八海豹突击队：深入敌后	电影	动作/战争/剧情	4.4		2014-03-01 周六		Seal Team Eight: Behind Enemy Lines			英语	3331				暂无						美国		
黑暗	电影	恐怖/惊悚/悬疑	8.5		1982-10-28 周四		Tenebre			英语	3171				暂无						意大利		
我需要你	电影	剧情/喜剧/爱情	6.9		2012-06-22 周五		Tengo ganas de ti			西班牙语	7348				暂无						西班牙		
黑色大丽花	电影	剧情/血腥/恐怖/惊悚/悬疑	8.1		2006-09-15 周五		The Black Dahlia			英语	3967				暂无						美国		
饥饿游戏	电影	动作/暴力/血腥/惊悚/枪战	7.1		2012-03-23 周五		The Hunger Games			英语	3349				暂无						美国	狮门影业	
涉外大酒店	电影	剧情/喜剧	8.5		2012-02-24 周五		The Best Exotic Marigold Hotel			英语	3152				暂无						美国		
雇佣兵	电影	动作/战争/冒险	4.7		2011-02-02 周三		Soldiers of Fortune			英语/德语	9551				暂无						美国	Metro-Goldwyn-Mayer Distributing Corporation 	
愤怒的公牛	电影	剧情/体育/传记	8.9		1980-11-14 周五		Raging Bull			英语	2010				暂无						美国	Chartoff-Winkler Productions 	
突袭	电影	动作/惊悚/罪案	7.3		2012-03-23 周五		The.Raid.Redemption.			其他	5192				暂无						其他		
独裁者	电影	喜剧	8.8		2012-05-16 周三		The Dictator 			英语	616				暂无						美国	派拉蒙影业公司	
法国贩毒网	电影	动作/惊悚/罪案	8.0		1971-10-09 周六		The French Connection			英语/法语	4643				暂无						美国		
里约大冒险2	电影	喜剧/冒险/动画	8.8		2014-04-11 周五		Rio 2			英语/葡萄牙语	26				暂无						美国		
少年斯派维的奇异旅行	电影	剧情/冒险	9.4		2013-10-16 周三		L'extravagant voyage du jeune et prodigieux T.S. Spivet			英语	395				暂无						法国	Epithète Films/Tapioca Films	
飞行家	电影	剧情/纪录	9.4		2004-12-25 周六		The Aviator			英语/国语	613				暂无						美国		
沉默的羔羊	电影	惊悚/罪案	9.6		1991-02-14 周四		The Silence of the Lambs 			英语	177				暂无						美国		
午夜凶铃	电影	剧情/恐怖/惊悚	8.3		1998-05-08 周五		Ring			日语	3745				暂无						日本		
处刑人	电影	动作/剧情/罪案	9.1		1999-08-04 周三		The Boondock Saints			英语	1318				暂无						美国		
处刑人2	电影	动作/剧情/惊悚/罪案	8.8		2009-10-19 周一		The Boondock Saints II: All Saints Day			英语	2252				暂无						美国		
圣斗士星矢：邪神厄里斯	电影	魔幻	7.8		1987-07-18 周六		聖闘士星矢: 邪神エリス編			日语	5325				暂无						日本		
星际旅行2：可汗怒吼	电影	动作/科幻/惊悚/冒险	7.3		1982-06-04 周五		Star Trek II: The Wrath of Khan			英语	6742	A			暂无						美国		
睡美人	电影	剧情	6.0		2011-06-23 周四		Sleeping Beauty			英语	8383				暂无						澳大利亚		
观鸟大年	电影	喜剧	7.7		2011-10-14		The Big Year			英语	5512	A			暂无						美国		
居家男人	电影	剧情/爱情	9.1		2000-12-22 周五		The Family Man			英语/意大利语	1331				暂无						美国		
后人	电影	剧情/喜剧	7.7		2011-09-02 周五		The Descendants			英语	4216				暂无						美国	福克斯探照灯公司	
龙纹身的女孩	电影	动作/剧情/惊悚/悬疑	8.3		2011-12-20 周二		The Girl With The Dragon Tattoo			英语	1276				暂无						美国	哥伦比亚影片公司	
黄金三镖客	电影	冒险/西部	9.6		1970-12-23 周三		The Good, the Bad and the Ugly			英语/意大利语	287				暂无						意大利		
